"Env","Rep","Block","Plot","Geno","FLOWER","Duration","PlantHt","CropBF","HI","YLD"
"UWS02-2","2","4",78,"DINORADO",94,120,145,928.37,22.5055,1.39921
"UWS02-2","2","4",79,"WAB56-125",73,97,110,875.5,30.5997,1.39692
"UWS02-2","2","4",80,"IR66424-1-2-1-5",73,101,110,754.57,36.6877,1.64726
"UWS02-2","2","4",81,"CT6510-24-1-2",85,111,105,1082.97,34.5317,2.37553
"UWS02-2","2","4",82,"IR65907-116-1-B",80,109,100,564.77,23.8033,1.68223
"UWS02-2","2","4",84,"B6144F-MR-6-0-0",87,115,115,1449.37,35.6524,2.56713
"UWS02-2","2","4",85,"CT13370-12-2-M",81,109,105,760.37,28.5301,1.02709
"UWS02-2","2","4",86,"IR70360-38-1-B-1",91,120,110,1106.87,30.7444,1.60147
"UWS02-2","2","4",87,"PRIMAVERA",75,111,120,296.2,37.8798,0.26072
"UWS02-2","2","4",88,"AZUCENA",94,116,150,660.5,26.9997,1.15794
"UWS02-2","3","1",89,"WAB96-1-1",87,111,105,797,24.5713,1.03215
"UWS02-2","3","1",91,"IR71524-44-1-1",87,111,105,935.97,28.5801,1.69551
"UWS02-2","3","1",92,"CT6510-24-1-2",88,115,100,1085.33,29.0479,1.14964
"UWS02-2","3","1",93,"MARAVILHA",73,97,115,610.9,36.8527,1.50479
"UWS02-2","3","1",94,"IRAT216",87,115,100,745.27,22.6228,1.04894
"UWS02-2","3","1",95,"IR65907-116-1-B",82,109,100,563.7,29.0344,1.65374
"UWS02-2","3","1",96,"DINORADO",95,120,130,745.4,25.512,1.48704
"UWS02-2","3","1",97,"CT13382-8-3-M",80,109,100,582.1,34.4042,0.81128
"UWS02-2","3","1",98,"VANDANA",67,95,120,925.1,27.7556,1.69251
"UWS02-2","3","1",99,"C22",94,120,130,1413.4,31.8263,3.33557
"UWS02-2","3","2",100,"IR66417-18-1-1-1",96,122,115,955.2,28.5141,1.42547
"UWS02-2","3","2",101,"PRIMAVERA",72,95,120,775.83,36.5671,1.82096
"UWS02-2","3","2",102,"WAYRAREM",87,115,120,1031.6,32.0764,2.069
"UWS02-2","3","2",103,"IRAT170",90,115,120,1043.47,35.4204,1.80166
"UWS02-2","3","2",104,"CT6516-24-3-2",83,111,115,1091.53,26.2933,1.59634
"UWS02-2","3","2",105,"AZUCENA",91,116,160,1042.07,24.3235,2.01526
"UWS02-2","3","2",106,"WAB56-125",72,97,105,856.03,35.7852,2.19226
"UWS02-2","3","2",107,"UPLRI-7",87,111,110,1390.7,33.3669,2.67498
"UWS02-2","3","2",108,"IR55423-01",87,115,115,1019.8,34.7552,2.48313
"UWS02-2","3","2",109,"PALAWAN",87,111,150,924.97,24.3648,1.75615
"UWS02-2","3","2",110,"IR60080-46A",87,111,130,813.1,34.6165,2.20874
"UWS02-2","3","3",111,"IR55419-04",82,109,115,1028.63,36.9617,2.5943
"UWS02-2","3","3",112,"UPLRI-5",92,116,130,1344.07,33.8004,2.7953
"UWS02-2","3","3",114,"IR72768-15-1-1",NA,NA,NA,NA,NA,NA
"UWS02-2","3","3",115,"IRAT212",68,97,100,1007.17,25.8713,1.56258
"UWS02-2","3","3",116,"IR66424-1-2-1-5",72,101,105,1280.63,34.3528,2.09808
"UWS02-2","3","3",118,"IR66421-062-1-1-2",83,111,115,1095.97,29.9979,2.71587
"UWS02-2","3","3",119,"CT13370-12-2-M",NA,NA,NA,NA,NA,NA
"UWS02-2","3","3",120,"IR68702-072-1-4-B",76,109,145,1256.93,41.0046,2.58602
"UWS02-2","3","3",121,"IRAT177",82,111,135,942.3,24.7692,1.82736
"UWS02-2","3","4",122,"B6144F-MR-6-0-0",85,115,130,1073.33,35.472,2.53294
"UWS02-2","3","4",123,"WAB181-18",69,97,120,824.63,22.6727,1.40772
"UWS02-2","3","4",124,"IR71525-19-1-1",79,109,125,1109.07,29.9772,1.72358
"UWS02-2","3","4",126,"WAB638-1",98,122,155,1181.37,25.8937,1.6817
"UWS02-2","3","4",127,"IR70360-38-1-B-1",87,115,120,1093.67,19.0186,1.64177
"UWS02-2","3","4",128,"IR70358-84-1-1",73,109,105,1129.17,24.4753,1.42262
"UWS02-2","3","4",129,"AUS196",80,109,120,921.4,37.1138,1.84575
"UWS02-2","3","4",130,"CT13377-4-2-M",76,109,105,779.23,34.7136,1.77023
"UWS02-2","3","4",131,"IR65261-09-1-B",84,109,135,908.9,35.5705,1.46353
"UWS02-2","3","4",132,"IR47686-30-3-2",93,116,125,1264.9,29.8522,2.42692
"UWS02-8","1","1",1,"IR65261-09-1-B",83,111,110,408.25,26.238,1.0788
"UWS02-8","1","1",2,"UPLRI-5",89,115,105,667.58,29.9888,1.62865
"UWS02-8","1","1",3,"AUS196",76,104,95,139.82,29.2168,0.50472
"UWS02-8","1","1",4,"CT6516-24-3-2",80,110,95,307.65,12.2163,0.54104
"UWS02-8","1","1",5,"IR66421-062-1-1-2",82,110,85,1023.02,15.9496,1.0587
"UWS02-8","1","1",6,"IR55423-01",83,111,110,630.82,32.8172,2.20483
"UWS02-8","1","1",7,"WAB181-18",67,96,105,282.27,31.6072,0.44669
"UWS02-8","1","1",8,"B6144F-MR-6-0-0",84,115,105,422.27,39.7379,1.86946
"UWS02-8","1","1",9,"IR71524-44-1-1",85,110,100,533.88,21.2718,0.82317
"UWS02-8","1","1",10,"IRAT170",90,115,90,282.58,24.0932,0.70398
"UWS02-8","1","1",11,"VANDANA",65,96,105,547.85,40.8232,1.74887
"UWS02-8","1","2",12,"IR71525-19-1-1",80,104,105,441.83,21.7126,0.74152
"UWS02-8","1","2",13,"IR70358-84-1-1",65,96,95,397.05,23.7208,0.59085
"UWS02-8","1","2",14,"IR65907-116-1-B",80,108,100,279.53,13.0694,0.42894
"UWS02-8","1","2",15,"AZUCENA",94,116,125,275.82,17.8379,0.43813
"UWS02-8","1","2",16,"WAYRAREM",86,115,105,427.77,29.5566,1.17494
"UWS02-8","1","2",17,"C22",93,122,105,610.05,29.4839,1.94256
"UWS02-8","1","2",18,"IR55419-04",80,108,100,513.63,25.2645,1.29611
"UWS02-8","1","2",19,"PRIMAVERA",80,111,105,NA,NA,NA
"UWS02-8","1","2",20,"IR70360-38-1-B-1",84,115,100,553.32,26.6725,1.32702
"UWS02-8","1","2",21,"WAB638-1",97,122,105,249.77,17.81,0.36374
"UWS02-8","1","2",22,"WAB96-1-1",84,111,105,361.25,17.0012,0.70207
"UWS02-8","1","3",24,"CT13382-8-3-M",80,108,85,241.03,5.5456,0.26035
"UWS02-8","1","3",26,"IR60080-46A",82,110,120,487.3,25.5695,1.44752
"UWS02-8","1","3",27,"IR66424-1-2-1-5",70,101,105,611.93,24.2837,1.12865
"UWS02-8","1","3",28,"MARAVILHA",70,96,105,534.18,33.9709,1.19067
"UWS02-8","1","3",29,"IRAT177",82,110,110,458.78,11.5959,0.72413
"UWS02-8","1","3",30,"DINORADO",91,116,145,713.87,17.4449,1.41
"UWS02-8","1","3",31,"CT6510-24-1-2",84,116,105,517.65,35.2748,2.64593
"UWS02-8","1","3",32,"CT13377-4-2-M",NA,111,NA,NA,NA,NA
"UWS02-8","1","4",34,"WAB56-125",70,96,110,577.55,32.5628,1.1857
"UWS02-8","1","4",35,"IRAT212",68,104,80,508.82,21.0488,0.54152
"UWS02-8","1","4",36,"PALAWAN",85,116,130,483.72,25.9966,1.0533
"UWS02-8","1","4",37,"UPLRI-7",84,116,105,933.02,36.1408,2.83998
"UWS02-8","1","4",38,"IR68702-072-1-4-B",76,104,115,466.95,21.3335,1.34926
"UWS02-8","1","4",39,"IRAT216",NA,111,NA,NA,NA,NA
"UWS02-8","1","4",40,"IR72768-15-1-1",80,104,110,609.05,19.4346,0.98457
"UWS02-8","1","4",41,"IR66417-18-1-1-1",94,122,110,761.37,17.2147,1.08591
"UWS02-8","1","4",42,"CT13370-12-2-M",76,108,100,573.52,20.0459,0.67465
"UWS02-8","1","4",44,"IR47686-30-3-2",91,116,115,1165.03,19.4472,2.21839
"UWS02-8","2","1",45,"CT6510-24-1-2",87,116,100,1055.08,26.723,2.65544
"UWS02-8","2","1",46,"WAB181-18",76,111,100,NA,NA,NA
"UWS02-8","2","1",47,"WAB638-1",96,122,135,772.6,24.3722,1.87844
"UWS02-8","2","1",48,"CT13382-8-3-M",76,108,95,245.9,18.5102,0.45528
"UWS02-8","2","1",49,"IR47686-30-3-2",91,116,125,1168.47,20.3244,2.67806
"UWS02-8","2","1",50,"B6144F-MR-6-0-0",84,115,125,1373.13,32.353,3.09269
"UWS02-8","2","1",52,"WAYRAREM",85,115,125,814.98,32.1254,2.14876
"UWS02-8","2","1",53,"IR71524-44-1-1",81,110,120,504.42,25.6104,1.11104
"UWS02-8","2","1",54,"AZUCENA",91,116,135,500.92,21.0448,0.67135
"UWS02-8","2","1",55,"IR66417-18-1-1-1",93,122,115,532.27,16.58,0.63226
"UWS02-8","2","2",56,"CT13370-12-2-M",76,108,100,402.42,5.7735,0.24509
"UWS02-8","2","2",57,"IR55423-01",84,115,110,979.65,31.2305,2.97574
"UWS02-8","2","2",58,"PRIMAVERA",70,96,110,652.32,30.6702,0.80067
"UWS02-8","2","2",59,"IR66421-062-1-1-2",NA,111,NA,NA,NA,NA
"UWS02-8","2","2",60,"VANDANA",66,96,120,653.58,31.6894,1.4355
"UWS02-8","2","2",62,"IR70360-38-1-B-1",82,115,120,905.82,21.7465,1.7702
"UWS02-8","2","2",63,"UPLRI-7",84,116,100,867.72,29.1455,1.99213
"UWS02-8","2","2",64,"IR72768-15-1-1",NA,111,NA,NA,NA,NA
"UWS02-8","2","2",65,"IR60080-46A",85,110,110,617.95,23.0817,1.01269
"UWS02-8","2","2",66,"WAB96-1-1",81,108,110,424.03,16.8265,0.58172
"UWS02-8","2","3",67,"IR66424-1-2-1-5",70,108,95,609,7.5917,0.35496
"UWS02-8","2","3",68,"IR65261-09-1-B",84,108,110,396.93,21.0615,0.63276
"UWS02-8","2","3",69,"IR55419-04",79,108,105,640.52,31.256,1.36922
"UWS02-8","2","3",70,"IRAT212",70,101,85,334.87,14.3789,0.11454
"UWS02-8","2","3",71,"CT6516-24-3-2",84,110,105,538,22.026,0.605
"UWS02-8","2","3",72,"IRAT177",84,108,90,303.7,12.5123,0.40941
"UWS02-8","2","3",74,"IR68702-072-1-4-B",83,108,90,184.53,17.7836,0.26591
"UWS02-8","2","3",75,"DINORADO",93,116,130,652.45,23.4347,1.01415
"UWS02-8","2","3",76,"AUS196",73,101,105,429.38,22.0976,1.09137
"UWS02-8","2","3",77,"IR65907-116-1-B",80,104,95,285.35,21.2546,0.64226
"UWS02-8","2","4",78,"UPLRI-5",91,116,100,812.95,28.9911,1.77315
"UWS02-8","2","4",80,"IR71525-19-1-1",80,108,85,338.22,20.8249,0.61654
"UWS02-8","2","4",81,"PALAWAN",85,110,110,261.55,17.2497,0.66267
"UWS02-8","2","4",82,"C22",90,122,95,885.45,32.315,2.16117
"UWS02-8","2","4",83,"IRAT216",80,108,80,360.7,10.4704,0.26626
"UWS02-8","2","4",84,"IRAT170",87,110,90,549.45,18.8674,0.7045
"UWS02-8","2","4",85,"CT13377-4-2-M",71,101,85,278.38,24.1334,0.60331
"UWS02-8","2","4",86,"WAB56-125",68,96,100,340.47,23.7468,0.49383
"UWS02-8","2","4",87,"IR70358-84-1-1",65,98,100,583.82,20.2004,0.82124
"UWS02-8","2","4",88,"MARAVILHA",68,98,110,447.37,32.6131,1.2297
"UWS02-8","3","1",90,"IR70358-84-1-1",65,96,105,615.15,27.4513,1.09854
"UWS02-8","3","1",91,"IR65907-116-1-B",76,104,105,523.43,28.4468,1.06463
"UWS02-8","3","1",92,"IRAT212",66,98,95,379.27,29.1615,1.02854
"UWS02-8","3","1",93,"WAYRAREM",83,115,115,610.47,29.5457,1.86807
"UWS02-8","3","1",94,"IR60080-46A",85,110,110,511.22,29.5015,0.92854
"UWS02-8","3","1",95,"WAB56-125",68,96,100,310.93,22.7648,0.954
"UWS02-8","3","1",96,"AUS196",70,101,120,320.65,25.5211,1.81906
"UWS02-8","3","1",97,"IR55423-01",84,115,105,669.7,35.2446,2.24193
"UWS02-8","3","1",98,"WAB181-18",68,101,100,280.47,21.286,0.47376
"UWS02-8","3","1",99,"IR72768-15-1-1",80,108,95,361.95,28.4708,0.85081
"UWS02-8","3","2",100,"IR68702-072-1-4-B",79,104,110,410.78,26.0559,1.12243
"UWS02-8","3","2",101,"IRAT170",89,115,100,292.33,29.1049,1.05083
"UWS02-8","3","2",103,"UPLRI-7",85,116,100,537.38,33.4553,2.03298
"UWS02-8","3","2",104,"CT6510-24-1-2",84,115,95,554.8,34.1955,1.95641
"UWS02-8","3","2",105,"CT6516-24-3-2",85,110,100,259.3,22.8307,0.47626
"UWS02-8","3","2",106,"AZUCENA",91,116,145,612.48,22.9775,1.01131
"UWS02-8","3","2",107,"IRAT177",84,110,110,538.15,19.0189,0.62161
"UWS02-8","3","2",108,"IR70360-38-1-B-1",84,116,110,634.13,29.8886,1.32461
"UWS02-8","3","2",109,"IR71525-19-1-1",80,108,105,381.2,24.2218,0.78437
"UWS02-8","3","2",110,"IR66417-18-1-1-1",96,122,105,341.02,16.1234,0.70435
"UWS02-8","3","3",111,"CT13377-4-2-M",81,108,85,255.63,9.5775,0.24169
"UWS02-8","3","3",112,"DINORADO",92,116,130,578.18,22.0778,0.94065
"UWS02-8","3","3",113,"IR65261-09-1-B",84,110,110,454.2,24.1524,0.74994
"UWS02-8","3","3",114,"WAB638-1",96,122,130,509.55,22.5395,0.90307
"UWS02-8","3","3",115,"IR47686-30-3-2",90,116,120,704.68,30.1648,2.74037
"UWS02-8","3","3",116,"VANDANA",66,96,115,610.12,34.8431,2.1538
"UWS02-8","3","3",117,"PALAWAN",85,116,130,657.35,19.4544,0.8485
"UWS02-8","3","3",118,"C22",91,122,115,984.1,30.5846,2.85219
"UWS02-8","3","3",120,"IR71524-44-1-1",83,115,130,764.02,29.4125,1.56152
"UWS02-8","3","3",121,"WAB96-1-1",83,110,110,421.55,20.1479,0.60559
"UWS02-8","3","4",122,"IR66421-062-1-1-2",84,115,90,435.7,24.562,0.9882
"UWS02-8","3","4",123,"IR66424-1-2-1-5",70,108,105,498.8,23.3427,0.9677
"UWS02-8","3","4",124,"IR55419-04",79,110,110,928.9,26.3394,2.20015
"UWS02-8","3","4",125,"MARAVILHA",70,96,120,554.55,20.2296,1.43693
"UWS02-8","3","4",126,"PRIMAVERA",70,96,115,586.57,33.625,1.68452
"UWS02-8","3","4",127,"B6144F-MR-6-0-0",84,115,110,986.57,31.907,2.71606
"UWS02-8","3","4",128,"CT13370-12-2-M",85,111,110,NA,NA,NA
"UWS02-8","3","4",129,"CT13382-8-3-M",76,110,100,395.25,15.3827,0.60633
"UWS02-8","3","4",130,"UPLRI-5",92,116,115,1484.93,24.716,2.54763
"UWS02-8","3","4",131,"IRAT216",84,108,85,NA,NA,0.86204
"A03WS-0","1","1",1,"C22",82,107,121,1451.4,33.8432,4.25713
"A03WS-0","1","1",2,"IR71525-19-1-1",69,99,122,917.44,30.5633,3.04325
"A03WS-0","1","1",3,"IR55423-01",75,106,89,1483.68,35.5063,4.97072
"A03WS-0","1","1",4,"AUS196",66,100,118,844.28,30.7481,2.85443
"A03WS-0","1","1",5,"WAB96-1-1",72,97,116,1067.6,23.7542,1.81368
"A03WS-0","1","1",6,"PRIMAVERA",59,114,117,771.6,26.957,1.21064
"A03WS-0","1","1",7,"CT13382-8-3-M",69,97,102,814,27.371,1.75404
"A03WS-0","1","1",8,"IR65261-09-1-B",73,97,116,1107.6,29.2524,2.7103
"A03WS-0","1","1",9,"IR68702-072-1-4-B",69,97,150,781.6,26.6633,3.13152
"A03WS-0","1","1",10,"IR47686-30-3-2",81,106,113,1402.4,31.3748,4.47583
"A03WS-0","1","1",11,"IR66417-18-1-1-1",89,111,115,1140.8,9.6073,1.96861
"A03WS-0","1","2",12,"PALAWAN",75,100,133,1048.8,28.5278,2.45384
"A03WS-0","1","2",13,"WAYRAREM",75,105,116,1104,31.3768,3.65275
"A03WS-0","1","2",14,"B6144F-MR-6-0-0",76,105,119,1197.2,32.0748,3.8386
"A03WS-0","1","2",15,"DINORADO",82,105,140,888.4,23.4129,2.39897
"A03WS-0","1","2",16,"VANDANA",56,83,123,976.8,26.6175,2.37909
"A03WS-0","1","2",18,"IR60080-46A",75,105,110,1044.8,29.5942,3.23986
"A03WS-0","1","2",19,"IR65907-116-1-B",70,94,111,1052.8,26.7477,2.09212
"A03WS-0","1","2",20,"CT6516-24-3-2",73,94,122,907.6,30.6743,2.74884
"A03WS-0","1","2",21,"CT6510-24-1-2",73,105,101,1102,38.9474,4.58578
"A03WS-0","1","2",22,"CT13370-12-2-M",69,94,109,608,19.6711,0.90253
"A03WS-0","1","3",23,"WAB181-18",62,94,119,780.4,26.653,1.7042
"A03WS-0","1","3",24,"UPLRI-5",83,107,107,1800,30.6667,4.10827
"A03WS-0","1","3",25,"UPLRI-7",73,105,105,1203.6,34.8288,4.73228
"A03WS-0","1","3",27,"IR71524-44-1-1",75,100,111,1182.4,39.885,3.82021
"A03WS-0","1","3",29,"IR72768-15-1-1",69,98,102,1258,36.3752,2.95098
"A03WS-0","1","3",30,"CT13377-4-2-M",69,94,103,638.8,33.062,2.19668
"A03WS-0","1","3",31,"WAB56-125",61,94,97,897.6,26.9162,1.24298
"A03WS-0","1","3",32,"IR70360-38-1-B-1",70,105,104,1121.6,31.5621,2.9801
"A03WS-0","1","3",33,"IR55419-04",71,94,118,945.2,39.1875,3.85616
"A03WS-0","1","4",34,"WAB638-1",89,111,116,848.4,19.6605,1.07938
"A03WS-0","1","4",36,"IR66421-062-1-1-2",77,105,105,1294.4,32.1693,2.78655
"A03WS-0","1","4",37,"IR70358-84-1-1",60,87,105,814.4,28.8802,1.86522
"A03WS-0","1","4",38,"IRAT216",76,100,104,829.6,22.8062,1.87209
"A03WS-0","1","4",39,"AZUCENA",82,105,145,1085.2,24.8802,3.03789
"A03WS-0","1","4",40,"IRAT170",82,100,120,1018.8,28.936,2.52984
"A03WS-0","1","4",41,"MARAVILHA",62,84,115,827.2,35.8317,2.00212
"A03WS-0","1","4",42,"IRAT177",76,100,119,1112.8,28.1452,2.5108
"A03WS-0","1","4",43,"IR66424-1-2-1-5",66,94,116,980.8,35.3997,3.40256
"A03WS-0","1","4",44,"IRAT212",56,94,100,808,28.6634,1.99493
"A03WS-0","2","1",45,"AUS196",69,94,133,1172.4,35.0392,3.04492
"A03WS-0","2","1",46,"UPLRI-7",75,106,111,1293.2,38.571,5.57237
"A03WS-0","2","1",47,"VANDANA",62,84,124,780.8,41.1885,3.5555
"A03WS-0","2","1",48,"IR65261-09-1-B",75,99,123,1236.4,30.2491,2.19334
"A03WS-0","2","1",49,"UPLRI-5",82,106,113,974.8,5.5396,5.42412
"A03WS-0","2","1",50,"IR72768-15-1-1",69,99,109,841.6,34.1255,3.07045
"A03WS-0","2","1",51,"IR66424-1-2-1-5",63,94,116,940,29.4468,2.51956
"A03WS-0","2","1",52,"IRAT216",72,99,102,983.6,29.8089,2.30007
"A03WS-0","2","1",53,"CT13370-12-2-M",66,94,116,1067.6,21.2814,1.06299
"A03WS-0","2","1",54,"IR47686-30-3-2",78,105,108,1542.8,28.4936,4.5456
"A03WS-0","2","1",55,"IRAT212",56,94,90,1031.2,27.7347,1.31205
"A03WS-0","2","2",56,"IR68702-072-1-4-B",69,94,125,769.6,30.5094,2.84305
"A03WS-0","2","2",57,"CT13377-4-2-M",67,94,107,800.4,38.081,2.11991
"A03WS-0","2","2",58,"IR60080-46A",73,100,124,1224,31.8627,3.3126
"A03WS-0","2","2",59,"CT6510-24-1-2",69,100,159,1122.8,33.844,3.59461
"A03WS-0","2","2",60,"IR55423-01",75,105,91,1334.4,38.6391,5.02295
"A03WS-0","2","2",61,"C22",82,111,111,1163.6,30.5947,4.11695
"A03WS-0","2","2",62,"IR55419-04",69,94,118,1064,34.7744,3.31358
"A03WS-0","2","2",63,"IRAT177",73,94,121,942,14.6921,1.74507
"A03WS-0","2","2",65,"MARAVILHA",60,84,119,885.6,31.3911,2.30566
"A03WS-0","2","2",66,"WAB638-1",89,111,116,860.8,15.1022,1.16003
"A03WS-0","2","3",67,"IR65907-116-1-B",70,94,114,728,29.2308,1.85499
"A03WS-0","2","3",68,"IR70358-84-1-1",59,87,105,962.8,20.3157,1.44541
"A03WS-0","2","3",69,"PRIMAVERA",62,84,122,734.4,28.8671,1.36179
"A03WS-0","2","3",70,"WAB56-125",60,94,108,662,16.1329,0.62731
"A03WS-0","2","3",71,"IR66421-062-1-1-2",76,105,104,1004,32.3904,2.21741
"A03WS-0","2","3",72,"IR70360-38-1-B-1",70,105,118,1067.6,25.9273,2.95283
"A03WS-0","2","3",73,"PALAWAN",76,100,141,1248.4,26.1134,2.22928
"A03WS-0","2","3",74,"IR71525-19-1-1",70,94,126,1360.8,34.8618,2.33304
"A03WS-0","2","3",77,"CT6516-24-3-2",70,94,123,1126.4,28.3381,2.76564
"A03WS-0","2","4",78,"CT13382-8-3-M",68,94,108,1048.8,31.2738,1.96326
"A03WS-0","2","4",79,"WAB181-18",59,94,112,837.6,20.9647,0.98868
"A03WS-0","2","4",80,"B6144F-MR-6-0-0",73,100,110,1232,35.6818,3.67501
"A03WS-0","2","4",81,"IR71524-44-1-1",73,99,135,1062.4,26.9202,3.06397
"A03WS-0","2","4",82,"IRAT170",77,100,113,1245.6,33.2049,2.12271
"A03WS-0","2","4",83,"IR66417-18-1-1-1",89,111,100,1029.6,13.1702,1.59363
"A03WS-0","2","4",84,"WAYRAREM",76,105,105,986.4,24.3309,4.06459
"A03WS-0","2","4",85,"AZUCENA",79,105,151,696.4,24.1815,2.71594
"A03WS-0","2","4",86,"WAB96-1-1",72,94,136,800.4,28.4358,1.1144
"A03WS-0","2","4",87,"DINORADO",82,105,139,1146,26.2129,2.67781
"A03WS-0","3","1",89,"IR65907-116-1-B",69,94,115,885.2,24.7176,2.3857
"A03WS-0","3","1",90,"IR66421-062-1-1-2",76,105,107,949.2,26.7594,1.07211
"A03WS-0","3","1",91,"IR72768-15-1-1",69,99,117,938.8,28.334,2.25906
"A03WS-0","3","1",92,"IR68702-072-1-4-B",70,94,131,946.8,27.2919,2.18127
"A03WS-0","3","1",93,"IR55419-04",69,94,115,858.4,41.2861,3.333
"A03WS-0","3","1",94,"WAB181-18",60,94,110,769.6,24.948,0.92287
"A03WS-0","3","1",95,"WAB638-1",89,111,125,886.4,17.5542,1.28298
"A03WS-0","3","1",96,"IR66424-1-2-1-5",63,94,114,813.6,33.2842,2.33449
"A03WS-0","3","1",97,"B6144F-MR-6-0-0",62,104,130,1028.8,41.6796,3.85301
"A03WS-0","3","1",98,"PRIMAVERA",62,84,126,927.6,26.2182,1.54795
"A03WS-0","3","1",99,"IR47686-30-3-2",78,105,106,1490,32.1074,4.6089
"A03WS-0","3","2",100,"CT13370-12-2-M",57,94,118,1069.6,21.8399,1.21952
"A03WS-0","3","2",101,"IR60080-46A",73,105,117,1053.2,31.1432,3.22042
"A03WS-0","3","2",102,"WAYRAREM",73,105,124,1211.6,33.4434,3.95436
"A03WS-0","3","2",103,"AUS196",66,94,118,904,29.4248,2.24932
"A03WS-0","3","2",104,"IR55423-01",76,106,110,829.6,35.6316,4.62869
"A03WS-0","3","2",105,"CT13382-8-3-M",69,94,117,883.6,33.273,1.96548
"A03WS-0","3","2",106,"UPLRI-5",82,106,127,1290.8,34.8311,4.16349
"A03WS-0","3","2",107,"IRAT177",72,94,119,1094.8,24.114,1.69053
"A03WS-0","3","2",108,"IR70360-38-1-B-1",69,105,105,1181.2,23.3322,2.27399
"A03WS-0","3","2",109,"IRAT170",79,99,129,1156.4,29.0557,2.61681
"A03WS-0","3","3",111,"C22",82,107,118,1200,30.5667,3.78465
"A03WS-0","3","3",112,"VANDANA",58,84,116,825.2,32.0892,2.7507
"A03WS-0","3","3",113,"AZUCENA",79,105,162,1098,25.7195,2.3811
"A03WS-0","3","3",115,"IR70358-84-1-1",58,87,110,957.6,19.716,0.99514
"A03WS-0","3","3",116,"IRAT216",73,99,107,1022,24.9315,1.97531
"A03WS-0","3","3",117,"UPLRI-7",72,105,97,1131.2,27.157,4.63359
"A03WS-0","3","3",118,"IR71524-44-1-1",73,105,111,764.4,27.1062,2.79413
"A03WS-0","3","3",119,"IR66417-18-1-1-1",89,111,109,1124,17.2242,1.66495
"A03WS-0","3","3",120,"PALAWAN",77,100,126,839.6,27.2034,1.50899
"A03WS-0","3","4",122,"IR71525-19-1-1",62,94,130,1087.6,36.6311,2.9387
"A03WS-0","3","4",123,"CT6516-24-3-2",72,94,116,903.2,25.775,2.76145
"A03WS-0","3","4",124,"DINORADO",82,105,151,794.4,17.573,2.23445
"A03WS-0","3","4",125,"MARAVILHA",63,84,109,728.8,38.3644,1.6402
"A03WS-0","3","4",126,"IRAT212",60,94,93,824.4,29.5488,1.88151
"A03WS-0","3","4",127,"WAB96-1-1",72,94,125,991.2,28.8539,1.37428
"A03WS-0","3","4",129,"WAB56-125",63,94,101,1149.6,33.8553,1.94582
"A03WS-0","3","4",130,"CT6510-24-1-2",72,105,116,1299.2,40.0862,5.63773
"A03WS-0","3","4",131,"IR65261-09-1-B",73,99,125,1101.2,32.7279,3.16403
"A03WS-0","3","4",132,"CT13377-4-2-M",68,94,110,1162.4,34.4804,2.94793
"A03WS-1","1","1",1,"IR66417-18-1-1-1",89,111,98,926,18.9201,1.12667
"A03WS-1","1","1",2,"MARAVILHA",63,84,110,383.2,25.9916,0.57599
"A03WS-1","1","1",3,"C22",82,106,117,1450,27.6414,3.49718
"A03WS-1","1","1",4,"UPLRI-7",73,104,111,699.2,37.1281,4.05061
"A03WS-1","1","1",5,"PALAWAN",77,104,135,709.6,23.4498,2.13294
"A03WS-1","1","1",6,"IR72768-15-1-1",71,99,70,971.2,28.1713,1.84556
"A03WS-1","1","1",7,"WAB96-1-1",73,98,127,896.4,25.3458,1.5318
"A03WS-1","1","1",8,"IR71524-44-1-1",74,98,124,993.6,27.4155,2.24457
"A03WS-1","1","1",9,"WAB638-1",89,111,126,818,11.687,0.64221
"A03WS-1","1","1",11,"UPLRI-5",83,107,114,790.8,31.3606,2.03294
"A03WS-1","1","2",12,"CT13382-8-3-M",70,97,79,854.8,32.1947,1.13203
"A03WS-1","1","2",13,"VANDANA",58,83,124,1293.2,18.7133,2.63007
"A03WS-1","1","2",14,"IR70358-84-1-1",60,87,111,833.6,27.1113,1.88626
"A03WS-1","1","2",15,"IR65261-09-1-B",76,98,135,1040,29.4615,2.05383
"A03WS-1","1","2",16,"IRAT177",73,99,117,723.2,14.823,1.22294
"A03WS-1","1","2",17,"IRAT212",58,97,92,446.8,19.9642,1.34556
"A03WS-1","1","2",18,"CT13370-12-2-M",72,98,127,642.8,15.7436,0.76616
"A03WS-1","1","2",19,"AUS196",66,98,126,821.2,22.2601,2.60891
"A03WS-1","1","2",20,"IR65907-116-1-B",71,98,115,558.8,24.9821,1.87458
"A03WS-1","1","2",21,"CT6516-24-3-2",76,104,100,633.2,28.9324,1.59536
"A03WS-1","1","2",22,"WAYRAREM",78,104,121,907.6,35.39,3.21661
"A03WS-1","1","3",23,"CT13377-4-2-M",71,98,102,785.2,27.6108,1.09342
"A03WS-1","1","3",24,"IR60080-46A",78,104,117,762,27.9265,2.07888
"A03WS-1","1","3",25,"IR71525-19-1-1",75,98,128,886.8,29.1385,2.15734
"A03WS-1","1","3",26,"AZUCENA",81,106,149,519.6,18.7067,1.99612
"A03WS-1","1","3",27,"WAB181-18",62,97,93,391.2,29.4479,0.57396
"A03WS-1","1","3",28,"CT6510-24-1-2",73,98,105,768,37.8125,3.30723
